ObservationId,MediaId,Vote,Content,ClassId,Family,Genus,Species,Location,Date
22351,57249,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Gruissan,2014-5-18
28266,6877,3.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Vannes,2013-6-8
39727,30469,5.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,,1800-1-1
3279,91749,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Marseille,2014-3-31
19264,73925,4.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Caucalieres,2013-4-28
14828,72954,4.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Champforgeuil,2014-5-5
33680,83808,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Belgentier,2007-6-4
2462,50930,4.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,La Malène,2012-5-26
26665,3112,3.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,Mijanès,2010-8-5
9915,56377,4.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Corse,2008-5-8
2155,58628,5.0,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,Agde,2013-5-30
36803,21212,5.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,La Couvertoirade,2010-5-13
39994,43390,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Montpellier,2013-5-25
14957,34559,4.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Siorac-en-Périgord,2014-8-24
35626,84775,3.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,Fréjus,2004-5-10
36054,26352,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Lauret,2009-5-20
13108,28562,3.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,,1800-1-1
40991,8407,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Treschenu-Creyers,2010-6-5
34807,37331,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Montpellier,2013-9-29
37615,46280,4.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Montpellier,2014-4-8
5690,109974,4.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Candé-sur-Beuvron,2013-10-31
284,19356,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Fozières,2009-4-21
10337,74826,3.5,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Marseille,2011-3-30
40055,94598,3.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Opoul-Périllos,2007-4-22
8541,83568,4.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,La Tour-sur-Orb,2013-6-9
19820,15113,4.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Pollionnay,2013-8-11
40990,91856,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Malons-et-Elze,2010-5-23
24005,100087,4.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,,1800-1-1
40451,104273,5.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Montpellier,2013-4-11
27738,71931,4.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Montpellier,2014-4-8
27384,87720,3.0,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,,1800-1-1
38488,27914,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Optevoz,2014-10-3
15015,86712,5.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Minerve,2013-4-18
6322,43614,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,,2005-6-19
17922,23117,4.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Briançon,2013-8-24
39454,52749,3.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,Buzet-sur-Tarn,2007-4-21
23872,10585,2.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Fleury,2012-10-17
1038,73801,4.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,,2014-3-13
33646,112327,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Nantes,2012-1-6
7123,33152,3.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Malval,2013-7-6
34806,61029,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,Paris,2011-5-25
20036,22983,3.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Champagny-en-Vanoise,2012-6-17
11619,80372,2.0,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,La Broque,2013-8-2
2939,18900,3.5,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Joué-lès-Tours,2012-6-17
23116,108356,3.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Palavas-les-Flots,2011-3-20
9663,23026,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Bec de Vienne,2004-5-22
36860,16250,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Chamonix Mont Blanc,2014-6-6
4130,19513,3.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,,2013-6-27
17121,40548,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Nohèdes,2007-6-21
33552,92290,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Pessac,2010-6-4
15593,63932,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Leucate,2013-3-16
9890,101801,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Lamastre,2013-6-9
22924,73428,1.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,La Flotte,2014-8-24
21852,52011,1.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Champ-sur-Drac,2006-3-10
17908,105729,5.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Saint-Affrique,2008-5-20
10825,648,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Salles-sur-l'Hers,2013-5-9
41730,72755,3.5,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Bourgtheroulde-Infreville,2013-3-9
20279,72794,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Saint-Coulomb,2012-5-26
13859,88367,2.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Saint-Germain-de-Calberte,2012-5-14
13206,14351,3.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Montpellier,2014-5-22
17321,13056,4.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Bruley,2013-3-10
15073,110069,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-4-8
40485,24616,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Couchey,2012-4-17
40137,34933,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Quend,2011-9-13
21936,70558,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,La Canourgue,2009-3-22
35516,36305,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Fouesnant,2008-7-23
24804,75414,3.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Marcy-l'Étoile,2013-4-1
15073,51826,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-4-8
30542,62262,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,,1800-1-1
22539,39523,2.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Selonnet,2014-7-6
8750,69190,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",La Couvertoirade,2010-5-13
24652,86733,4.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Angoustrine-Villeneuve-des-Escaldes,2014-7-3
11775,94770,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,,2014-11-12
38837,79330,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,,2013-5-13
11212,8691,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Villemur-sur-Tarn,2007-4-21
27643,3527,3.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Conat,2007-4-9
22755,89599,4.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Marseille,2013-4-11
3058,37805,3.67,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Lachapelle-Auzac,2007-5-18
15974,88105,3.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Baulon,2006-5-28
1824,2037,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Chamonix-Mont-Blanc,2014-6-15
25681,80032,1.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Sainte-Croix-en-Jarez,2012-6-2
14922,29885,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Montpellier,2014-6-18
10925,103473,1.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,La Ciotat,2014-4-19
4130,46780,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,,2013-6-27
14876,80115,2.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Prades-le-Lez,2009-5-12
26056,3011,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Prades-le-Lez,2011-4-12
35321,22761,4.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Ferrières-les-Verreries,2011-4-3
15489,82683,2.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Malras,2014-6-11
25823,37752,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
9985,29356,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Clapiers,2010-4-29
34564,8520,4.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,,1800-1-1
32756,83007,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,"chantesse., isere",2014-6-13
37878,32853,3.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,,2005-7-11
18255,2262,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Poussan,2010-5-12
1824,95810,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Chamonix-Mont-Blanc,2014-6-15
26886,7073,4.0,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,Les Mayons,2014-5-5
16866,13496,4.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Paris,2013-6-5
36541,58374,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Murs,2009-6-10
23803,55763,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2012-3-31
36860,38217,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Chamonix Mont Blanc,2014-6-6
8852,17518,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Avolsheim,2012-7-9
34649,87768,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Avignon,2007-6-9
37522,66421,4.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Saintry-sur-Seine,2011-9-24
29178,111577,3.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Meyssiès,2013-4-1
14264,77350,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,Vers-Pont-du-Gard,2013-10-11
14863,27852,3.5,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Marseille,2012-7-25
16136,71310,2.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Montpellier,2014-5-22
16076,4228,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Cauterets,2013-8-10
23298,105753,5.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Cirque d'Estaubé,2006-6-24
40308,113140,5.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Anzat-le-Luguet,2012-8-26
38719,66957,4.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Saint-Hippolyte,2012-3-17
10633,28446,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Colombier,2011-7-3
17301,95725,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Mijanès,2004-7-18
19863,59046,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Belmont,2011-6-21
17014,112683,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Fillols,2013-5-18
41416,61386,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Lablachère,2010-5-24
2074,34848,4.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Le Grand-Village-Plage,2013-3-17
27986,81486,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Athis-Mons,2012-5-26
150,4716,4.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Montbel,2005-3-31
17535,86588,3.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Espagne,2009-5-3
3336,11590,3.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Meysse,2008-5-14
11603,58924,3.5,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-3-24
26053,16996,4.0,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,Lavardac,2013-7-24
18747,100789,4.0,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,"Sidi Aich, ALGERIE",2014-4-11
5158,72411,4.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Onet-le-Château,2014-9-5
15073,62441,4.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Sainte-Geneviève-des-Bois,2013-4-8
21932,102636,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Auvers-Saint-Georges,2010-5-1
14852,87998,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Roquecourbe,1800-1-1
18279,42273,3.0,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,Penmarch,2006-8-9
495,65404,4.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Paris,2013-6-30
19890,66737,2.0,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,,1800-1-1
36928,64219,3.33,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,Ustou,2012-7-18
399,104065,4.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,,2014-2-9
39027,44621,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Saint-Pierre-Saint-Jean,2010-5-25
40620,4741,3.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Vic-la-Gardiole,2013-6-1
310,107712,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Chamonix-Mont-Blanc,2007-6-20
17930,56388,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Lattes,2011-4-24
35385,7554,3.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,Aulus-les-Bains,2014-6-10
14149,68701,3.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Rocquencourt,2013-8-14
25488,45629,3.0,Flower,5148,Salicaceae,Salix,Salix caprea L.,Saint-Aignan,2013-4-14
1361,19753,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Écouflant,2012-8-2
16242,857,4.0,Flower,151,Apiaceae,Daucus,Daucus carota L.,Carcans,2013-7-6
36706,92979,3.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,Malons-et-Elze,2013-7-18
5648,32672,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Rosenwiller,2010-4-23
26220,21487,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Clapiers,2011-4-20
23414,98238,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,Chamonix-Mont-Blanc,2008-7-15
10208,21218,4.0,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Artigues,2014-8-6
23748,43071,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Avignon,2007-7-15
11551,57144,3.5,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Peyriac-de-Mer,2012-5-5
4042,97347,2.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Durfort-et-Saint-Martin-de-Sossenac,2011-4-26
3152,59693,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Servian,2009-5-19
11613,111140,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Le Vernet,2012-4-9
36311,93739,3.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Fillols,2013-5-18
9124,89234,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Pleslin-Trigavou,2006-5-9
4107,60133,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,La Canourgue,2012-5-9
1824,79508,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Chamonix-Mont-Blanc,2014-6-15
28632,11270,2.5,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Loudenvielle,2005-7-8
5551,91342,4.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Blanzat,2013-6-3
38283,71248,4.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Chalon-sur-Saône,2014-4-21
31171,69455,4.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,,1800-1-1
9698,73146,4.0,Flower,4369,Primulaceae,Primula,Primula veris L.,Vassieux-en-Vercors,2013-5-23
31769,39665,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Artigues,2014-8-6
10365,91045,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,Beauregard,2013-7-6
19078,94466,2.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Rennes,2007-3-28
7123,108581,1.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Malval,2013-7-6
31289,24986,3.0,Flower,1286,Asteraceae,Urospermum,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,La Tour-sur-Orb,2013-5-30
14492,45716,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Villeneuve-lès-Maguelone,2011-3-20
19434,72931,3.0,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",Barre-des-Cévennes,2010-4-29
310,35986,3.0,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,Chamonix-Mont-Blanc,2007-6-20
22587,60617,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Saint-Gilles,2011-3-26
12135,67505,3.0,Flower,493,Asteraceae,Bellis,Bellis perennis L.,Alençon,2012-5-18
33561,5338,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Les Avanchers-Valmorel,2009-7-12
17917,63534,5.0,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,Paris,2012-5-1
29765,98650,3.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,Ottersthal,2013-4-14
35491,28861,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Tarascon,2014-3-15
4309,71650,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,Gruissan,2012-6-2
22742,26294,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Mont-Saxonnex,2011-7-30
7269,47437,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Leucate,2013-3-16
665,60844,4.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Aillières-Beauvoir,2013-4-28
3132,37996,5.0,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,Blyes,2009-5-24
27298,19597,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Gruissan,2013-5-18
9519,13563,3.0,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Grand-Brassac,2011-4-27
23789,82054,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Marseille,2012-7-27
39727,80336,4.0,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,,1800-1-1
19645,87417,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Rueil-Malmaison,2011-5-18
8562,37325,4.0,Flower,4460,Ranunculaceae,Anemone,Anemone hepatica L.,Roissy-en-Brie,2004-3-27
24436,20286,3.0,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,Saint-Martin-de-l'Arçon,2007-5-13
39994,20276,3.0,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,Montpellier,2013-5-25
14061,7067,3.0,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,Meyrueis,2012-5-13
11860,99884,3.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,St Leu Les brules de St Leu,2012-11-26
22010,102925,4.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Champex-lac,2013-8-20
27191,5218,3.5,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,Mouthe,2009-8-11
23647,52860,2.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Le Pont-de-Montvert,2012-5-26
41595,63717,3.0,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,Roqueredonde,2014-5-1
1195,8235,4.0,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,Montferrier-sur-Lez,2013-6-27
34583,97111,3.0,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,Pierrefeu,2005-5-9
38590,34798,2.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Lauret,2008-5-7
14111,41157,3.5,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Sainte-Geneviève-des-Bois,2013-3-16
31171,109712,4.0,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,,1800-1-1
35491,70000,4.0,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,Tarascon,2014-3-15
37446,97751,3.0,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,Roumengoux,2013-6-22
6669,98472,3.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,L'Île-d'Olonne,2006-7-3
27744,31747,4.0,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,Gresse en Vercors,2008-6-6
38590,97723,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Lauret,2008-5-7
23748,47823,3.0,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,Avignon,2007-7-15
31176,87790,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Allevard,2009-7-12
33070,62252,3.0,Flower,8527,Asteraceae,Achillea,Achillea millefolium L.,Lalbenque,2011-8-13
10365,79283,3.0,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,Beauregard,2013-7-6
21998,101327,4.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Fabrègues,2007-3-26
25966,74189,3.0,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,Lauret,2008-5-7
31769,83852,3.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Artigues,2014-8-6
41243,68152,4.0,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,,2014-3-20
23837,42524,3.0,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,Sainte-Geneviève-des-Bois,2013-3-27
15884,84415,5.0,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,Bailly,2013-6-10
30389,108634,3.0,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,Champ-sur-Drac,2007-4-22
14492,85330,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Villeneuve-lès-Maguelone,2011-3-20
33480,16473,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Lauret,2009-5-20
24018,107276,3.0,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Saint-Martin-de-l'Arçon,2007-5-12
19892,60898,3.0,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,,1800-1-1
23647,46241,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,Le Pont-de-Montvert,2012-5-26
40628,107369,3.0,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,Fabrègues,2014-3-1
5121,59745,3.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Banne,2009-5-31
14379,48982,3.0,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Villesèque-des-Corbières,2007-4-21
10776,17577,4.0,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Eyne,2013-6-29
2451,39324,4.0,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,Fleurat,2013-10-18
15750,107301,3.0,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,Bourgneuf-en-Retz,2009-9-27
1610,82936,4.5,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,Valleraugue,2008-5-10
6195,47392,4.0,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,Montpellier,2014-4-8
40446,60825,5.0,Flower,8534,Ranunculaceae,Aconitum,Aconitum napellus L.,Samoëns,2013-8-23
39237,13653,4.0,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,Igny,2013-6-17
6574,67562,3.0,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,Ustou,2012-7-18
