MediaId,Author,ClassId,Content,Date,Family,Genus,Latitude,Location,Longitude,ObservationId,Species,Vote
7231,claire sutter,151,Flower,2009-7-1,Apiaceae,Daucus,48.74974,Hochfelden,7.57799,9197,Daucus carota L.,3
110810,herve goeau,4353,Flower,2013-4-1,Primulaceae,Primula,48.84187,Meyssiès,2.22709,29178,Primula vulgaris Huds.,3.5
73335,liliane roubaudi,588,Flower,2014-9-5,Asteraceae,Centaurea,,Vézins-de-Lévézou,,18307,Centaurea jacea L.,3
101896,john de vos,151,Flower,2007-7-21,Apiaceae,Daucus,44.49862,Pied-de-Borne,3.9819,1691,Daucus carota L.,3
62967,alexis joly,30269,Flower,2013-5-14,Papaveraceae,Papaver,43.60882,Saint-Georges-d'Orques,3.79039,21735,Papaver rhoeas L.,3.5
20816,herve goeau,326,Flower,2012-5-24,Aquifoliaceae,Ilex,,Vincennes,,21266,Ilex aquifolium L.,3
4585,bernard ginesy,32201,Flower,2011-4-23,Orchidaceae,Ophrys,43.22937,Marseille,5.45469,3844,Ophrys virescens Philippe,3
93144,lordp3678,4369,Flower,2013-4-14,Primulaceae,Primula,,,,14782,Primula veris L.,4
2987,claude figureau,4460,Flower,2006-5-10,Ranunculaceae,Anemone,,Béhorlégui,,10724,Anemone hepatica L.,3
107868,mathieu menand,4477,Flower,2008-6-7,Ranunculaceae,Anemone,,Oô,,32100,Anemone alpina L.,3
9235,marie portas,6521,Flower,2013-4-18,Orchidaceae,Ophrys,,Minerve,,33823,Ophrys aranifera Huds.,4
82905,paul fabre,32201,Flower,2011-4-17,Orchidaceae,Ophrys,44.409,Gravières,4.10373,33413,Ophrys virescens Philippe,2.5
16482,bernard andrieu,1047,Flower,2013-6-5,Asteraceae,Leucanthemum,43.63896,La Tour-sur-Orb,3.1272,12223,Leucanthemum vulgare Lam.,4
67522,genevieve botti,6418,Flower,2013-3-11,Orchidaceae,Himantoglossum,43.22967,Marseille,5.36917,37901,Himantoglossum robertianum (Loisel.) P.Delforge,4
37725,michel pourchet,326,Flower,2006-4-26,Aquifoliaceae,Ilex,,Champ-sur-Drac,,8897,Ilex aquifolium L.,3
39886,marie portas,565,Flower,2014-11-10,Asteraceae,Centaurea,,Tornac,,27816,Centaurea aspera L.,4
14806,guy libante,6487,Flower,2013-6-1,Orchidaceae,Ophrys,44.87898,Lormont,-0.52238,27624,Ophrys apifera Huds.,4
64287,mathieu menand,2430,Flower,2011-7-20,Cistaceae,Helianthemum,,Bramans,,20763,Helianthemum nummularium (L.) Mill.,3
78942,jean-jacques houdre,6437,Flower,2011-7-1,Orchidaceae,Dactylorhiza,45.38276,Colombier,4.57719,7223,Dactylorhiza maculata (L.) Soó,3
58105,claire felloni,30162,Flower,2012-7-20,Orchidaceae,Himantoglossum,48.69154,Saint-Coulomb,-1.93015,2472,Himantoglossum hircinum (L.) Spreng.,3.5
56154,liliane roubaudi,588,Flower,2014-9-5,Asteraceae,Centaurea,,Vézins-de-Lévézou,,18307,Centaurea jacea L.,4
80824,claude figureau,6521,Flower,2004-5-22,Orchidaceae,Ophrys,,Bec de Vienne,,9663,Ophrys aranifera Huds.,5
58203,roland launay,6425,Flower,2011-5-21,Orchidaceae,Cypripedium,44.86124,Saint-Michel-les-Portes,5.62533,36259,Cypripedium calceolus L.,4
95434,claire felloni,565,Flower,2012-7-20,Asteraceae,Centaurea,48.69238,Saint-Coulomb,-1.93132,39268,Centaurea aspera L.,3.5
109828,emmanuel stratmains,6434,Flower,2013-6-30,Orchidaceae,Dactylorhiza,49.02825,Cheffreville-Tonnencourt,0.23996,13994,Dactylorhiza fuchsii (Druce) Soó,4
16144,herve goeau,4353,Flower,2013-3-27,Primulaceae,Primula,48.8567,Sainte-Geneviève-des-Bois,2.24104,23837,Primula vulgaris Huds.,5
66285,daniel barthelemy,8534,Flower,2012-8-7,Ranunculaceae,Aconitum,,"Valsavarenche, ValAoste, Italie",,13001,Aconitum napellus L.,4
94306,thierry pernot,6521,Flower,1800-1-1,Orchidaceae,Ophrys,,,,30,Ophrys aranifera Huds.,3
112966,liliane roubaudi,8527,Flower,2014-10-16,Asteraceae,Achillea,,Fécamp,,33604,Achillea millefolium L.,4
20970,justine plessis,30491,Flower,2012-3-13,Violaceae,Viola,,Nantes,,36569,Viola tricolor L.,3
52489,paul fabre,8600,Flower,2009-6-8,Orchidaceae,Anacamptis,44.39227,Les Vans,4.15629,18173,Anacamptis pyramidalis (L.) Rich.,4
101915,thierry pernot,151,Flower,1800-1-1,Apiaceae,Daucus,,,,30542,Daucus carota L.,4
43465,bernard ginesy,32201,Flower,2011-4-23,Orchidaceae,Ophrys,43.22937,Marseille,5.45469,3844,Ophrys virescens Philippe,3
85192,jean-paul hugbart,29957,Flower,2014-5-5,Ranunculaceae,Aquilegia,46.81572,Champforgeuil,4.8267,14828,Aquilegia vulgaris L.,2
37215,jean-claude ernewein,6418,Flower,2008-3-16,Orchidaceae,Himantoglossum,,Jouques,,40310,Himantoglossum robertianum (Loisel.) P.Delforge,3.67
2374,thierry pernot,4369,Flower,1800-1-1,Primulaceae,Primula,,,,24216,Primula veris L.,4
4919,gregoire duche,6512,Flower,2009-5-20,Orchidaceae,Ophrys,,Lauret,,24581,Ophrys lutea Cav.,3
78353,florent beck,8534,Flower,2013-10-8,Ranunculaceae,Aconitum,,Larrau,,15005,Aconitum napellus L.,4
23784,christophe girod,6418,Flower,2003-3-2,Orchidaceae,Himantoglossum,,Montpellier (Campus de La Gaillarde) (34),,21413,Himantoglossum robertianum (Loisel.) P.Delforge,3
42171,jean-jacques houdre,6538,Flower,2013-5-9,Orchidaceae,Anacamptis,45.46842,Saint-Marcellin-en-Forez,4.1752,13421,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",4
77298,thierry pernot,4411,Flower,1800-1-1,Ranunculaceae,Anemone,,,,27384,Anemone nemorosa L.,4
107385,paul fabre,6547,Flower,2010-4-29,Orchidaceae,Orchis,43.66087,Clapiers,3.87055,38684,Orchis purpurea Huds.,3
36231,thierry pernot,6487,Flower,1800-1-1,Orchidaceae,Ophrys,,,,24211,Ophrys apifera Huds.,3
105727,julien barataud,30491,Flower,2007-6-28,Violaceae,Viola,,Nohèdes,,40263,Viola tricolor L.,3
56378,thierry pernot,691,Flower,1800-1-1,Asteraceae,Cirsium,,,,23642,Cirsium vulgare (Savi) Ten.,2
108060,jacques marechal,9930,Flower,2012-8-9,Orchidaceae,Epipactis,47.87616,La Chapelle-Saint-Mesmin,1.81242,14897,Epipactis helleborine (L.) Crantz,3
70462,jean-claude calais,1047,Flower,2012-6-23,Asteraceae,Leucanthemum,44.70559,Javols,3.29612,16470,Leucanthemum vulgare Lam.,4
12169,genevieve botti,6509,Flower,2014-3-15,Orchidaceae,Ophrys,,Tarascon,,35491,Ophrys passionis Sennen,4
8273,herve goeau,5148,Flower,2013-3-24,Salicaceae,Salix,48.8567,Sainte-Geneviève-des-Bois,2.24104,11603,Salix caprea L.,4
72979,Unknown286,6521,Flower,2012-4-1,Orchidaceae,Ophrys,45.93883,Prompsat,3.08032,29822,Ophrys aranifera Huds.,3.5
88810,alain bigou,8708,Flower,2004-8-2,Apiaceae,Astrantia,,Oô,,17008,Astrantia major L.,3
23476,herve goeau,2394,Flower,2013-6-5,Cistaceae,Cistus,48.84059,Paris,2.36158,31390,Cistus albidus L.,5
99939,mathieu menand,493,Flower,2006-3-6,Asteraceae,Bellis,,Vairé,,26061,Bellis perennis L.,3.5
16666,julien barataud,4460,Flower,2005-6-8,Ranunculaceae,Anemone,,Seix,,5531,Anemone hepatica L.,3
59298,julien barbe,4516,Flower,2013-3-25,Ranunculaceae,Ficaria,43.67317,Castries,3.99017,18625,Ficaria verna Huds.,4.5
90152,jean-jacques houdre,6535,Flower,2012-5-10,Orchidaceae,Orchis,44.42222,Chanac,3.35278,32407,Orchis mascula (L.) L.,3
19677,herve goeau,661,Flower,2013-9-21,Asteraceae,Cichorium,45.51333,,4.88417,2779,Cichorium intybus L.,4
33310,daniel beretz,14867,Flower,2009-4-4,Liliaceae,Tulipa,43.53069,Le Tholonet,5.51608,20460,Tulipa sylvestris L.,5
93550,michel pourchet,4436,Flower,2006-6-14,Ranunculaceae,Clematis,,Juillac,,16645,Clematis vitalba L.,2
78693,daniel mathieu,6535,Flower,2007-5-12,Orchidaceae,Orchis,,Saint-Martin-de-l\'Arçon,,20661,Orchis mascula (L.) L.,3
58128,herve goeau,4436,Flower,2013-7-21,Ranunculaceae,Clematis,48.65283,Feugarolles,2.31433,10219,Clematis vitalba L.,3
108155,paul fabre,6538,Flower,2010-5-23,Orchidaceae,Anacamptis,44.43114,Malons-et-Elze,3.98842,40990,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",3
6184,hugues tinguy,8534,Flower,2012-7-25,Ranunculaceae,Aconitum,,Linthal,,37342,Aconitum napellus L.,4
17020,paul fabre,6521,Flower,2010-3-20,Orchidaceae,Ophrys,,Lauret,,37384,Ophrys aranifera Huds.,4
2980,thierry pernot,6547,Flower,1800-1-1,Orchidaceae,Orchis,,,,24020,Orchis purpurea Huds.,5
69091,cristina corti,4516,Flower,2013-3-29,Ranunculaceae,Ficaria,45.76405,,9.23533,3070,Ficaria verna Huds.,3
21880,genevieve girod,8527,Flower,2012-6-20,Asteraceae,Achillea,45.77615,Meyzieu,5.00521,18350,Achillea millefolium L.,3.5
6099,daniel mathieu,151,Flower,2008-7-22,Apiaceae,Daucus,,Prades-le-Lez,,13567,Daucus carota L.,3
83320,daniel mathieu,8708,Flower,2009-7-12,Apiaceae,Astrantia,,Allevard,,31176,Astrantia major L.,3
75899,daniel mathieu,576,Flower,2007-4-29,Asteraceae,Cyanus,,Vauxrenard,,3116,Cyanus segetum Hill,3
26385,george fowler,30162,Flower,2014-6-4,Orchidaceae,Himantoglossum,45.52776,Usson,3.3391,13694,Himantoglossum hircinum (L.) Spreng.,3
106864,mathieu menand,661,Flower,2006-6-23,Asteraceae,Cichorium,,Olonne-sur-Mer,,3619,Cichorium intybus L.,3
67559,daniel mathieu,691,Flower,2009-8-5,Asteraceae,Cirsium,,Loctudy,,6559,Cirsium vulgare (Savi) Ten.,3
59696,pierre bonnet,4034,Flower,2013-6-22,Papaveraceae,Glaucium,43.598,Montpellier,3.90067,10392,Glaucium flavum Crantz,4
48795,emmanuel stratmains,32201,Flower,2012-4-11,Orchidaceae,Ophrys,43.44286,Roquebrune-sur-Argens,6.64212,6785,Ophrys virescens Philippe,3
63505,jean-marc ringenbach,32201,Flower,2012-4-22,Orchidaceae,Ophrys,,Veyras,,31421,Ophrys virescens Philippe,3
3406,herve goeau,5148,Flower,2012-3-31,Salicaceae,Salix,48.8567,Sainte-Geneviève-des-Bois,2.24104,14150,Salix caprea L.,3.5
31246,paul fabre,30491,Flower,2013-6-29,Violaceae,Viola,42.46848,Eyne,2.08325,26004,Viola tricolor L.,4
25552,anne billon,6521,Flower,2013-5-5,Orchidaceae,Ophrys,44.75374,Die,5.33358,23135,Ophrys aranifera Huds.,4
50005,thierry pernot,6535,Flower,1800-1-1,Orchidaceae,Orchis,,,,25459,Orchis mascula (L.) L.,5
1365,herve goeau,493,Flower,2013-4-17,Asteraceae,Bellis,48.8567,Sainte-Geneviève-des-Bois,2.24104,3053,Bellis perennis L.,5
89061,pierre bonnet,4369,Flower,2013-5-18,Primulaceae,Primula,,Fillols,,36311,Primula veris L.,3
15725,christophe chauvigne,6521,Flower,2011-4-13,Orchidaceae,Ophrys,47.20126,Chinon,0.22732,18615,Ophrys aranifera Huds.,3
27562,pablo behague,4460,Flower,2013-4-6,Ranunculaceae,Anemone,49.14056,Amanvillers,6.0787,18740,Anemone hepatica L.,5
46046,michel demares,30471,Flower,2010-3-18,Orchidaceae,Ophrys,,Toulon,,39780,Ophrys scolopax Cav.,4
112265,liliane roubaudi,967,Flower,2012-6-2,Asteraceae,Hypochaeris,,Gruissan,,4309,Hypochaeris radicata L.,3
75378,philippe tosi,8534,Flower,2013-8-23,Ranunculaceae,Aconitum,42.51727,Font Romeu,2.02064,23335,Aconitum napellus L.,5
83692,bertrand bui,32201,Flower,2012-4-6,Orchidaceae,Ophrys,43.39967,Les Pennes-Mirabeau,5.34849,8699,Ophrys virescens Philippe,3.5
80666,thierry pernot,32201,Flower,1800-1-1,Orchidaceae,Ophrys,,,,41109,Ophrys virescens Philippe,3
102520,dominique remaud,29957,Flower,2013-6-11,Ranunculaceae,Aquilegia,,Limay,,21379,Aquilegia vulgaris L.,4
31352,hugues tinguy,691,Flower,2012-7-29,Asteraceae,Cirsium,,Schirmeck,,23651,Cirsium vulgare (Savi) Ten.,4
42941,patrick vidal,6547,Flower,2008-5-10,Orchidaceae,Orchis,43.71039,Lunel,4.13704,11781,Orchis purpurea Huds.,4
77211,bertrand aucouturier,6521,Flower,2011-4-21,Orchidaceae,Ophrys,47.28285,Batz-sur-Mer,-2.49223,5827,Ophrys aranifera Huds.,3
70275,maxime,4516,Flower,2013-4-13,Ranunculaceae,Ficaria,48.1185,Martigny-les-Bains,5.83533,35304,Ficaria verna Huds.,2
49798,laetitia goeau,4353,Flower,2013-3-16,Primulaceae,Primula,48.64667,Sainte-Geneviève-des-Bois,2.31733,24980,Primula vulgaris Huds.,1.5
39031,Unknown471,493,Flower,2013-4-21,Asteraceae,Bellis,48.768,Chevilly-Larue,2.33517,11651,Bellis perennis L.,1
59314,clemence bes,6437,Flower,2008-6-28,Orchidaceae,Dactylorhiza,45.9676,Passy,6.82144,12895,Dactylorhiza maculata (L.) Soó,3
35439,jean-jacques houdre,493,Flower,2013-10-31,Asteraceae,Bellis,47.5189,Candé-sur-Beuvron,1.29383,5690,Bellis perennis L.,3
107378,Unknown320,4026,Flower,2013-6-8,Papaveraceae,Chelidonium,47.6466,Vannes,-2.76292,41303,Chelidonium majus L.,4
38863,jean-jacques houdre,6538,Flower,2009-5-5,Orchidaceae,Anacamptis,,Saint-Hostien,,9035,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",3
110941,marie portas,30491,Flower,2013-6-7,Violaceae,Viola,,Rosis,,32054,Viola tricolor L.,5
1819,marc chouillou,8527,Flower,2012-6-8,Asteraceae,Achillea,44.2309,Barre-des-Cévennes,3.65789,32324,Achillea millefolium L.,3
98500,genevieve botti,6547,Flower,2012-5-5,Orchidaceae,Orchis,,Peyriac-de-Mer,,11551,Orchis purpurea Huds.,3
50728,mathieu menand,4026,Flower,2009-4-8,Papaveraceae,Chelidonium,,Venasque,,31000,Chelidonium majus L.,3
24149,thierry pernot,4026,Flower,1800-1-1,Papaveraceae,Chelidonium,,,,32327,Chelidonium majus L.,4
59720,liliane roubaudi,967,Flower,2010-11-19,Asteraceae,Hypochaeris,,La Réunion,,567,Hypochaeris radicata L.,4
76660,franck ducasse,30162,Flower,2013-6-13,Orchidaceae,Himantoglossum,43.1793,Bonnac,1.60074,36462,Himantoglossum hircinum (L.) Spreng.,2
105276,andrine faure,151,Flower,2011-6-2,Apiaceae,Daucus,49.71155,Étretat,0.20548,8875,Daucus carota L.,3
57589,hugues tinguy,6535,Flower,2012-5-30,Orchidaceae,Orchis,,Vivario,,18718,Orchis mascula (L.) L.,3
111084,michael falkowski,493,Flower,2011-3-3,Asteraceae,Bellis,,Aiserey,,19467,Bellis perennis L.,2
88738,daniel barthelemy,8534,Flower,2012-8-7,Ranunculaceae,Aconitum,,"Valsavarenche, ValAoste, Italie",,13001,Aconitum napellus L.,5
39193,mathieu sinet,8527,Flower,1800-1-1,Asteraceae,Achillea,43.67065,Roquecourbe,2.293,40607,Achillea millefolium L.,4
1530,martin serre,4026,Flower,2012-4-24,Papaveraceae,Chelidonium,47.19941,Indre,-1.69074,21810,Chelidonium majus L.,3
59874,olivier iborra,4026,Flower,2007-4-27,Papaveraceae,Chelidonium,,Blyes,,3498,Chelidonium majus L.,3.5
82456,mathieu sinet,6521,Flower,1800-1-1,Orchidaceae,Ophrys,43.54081,Labruguière,2.27894,39144,Ophrys aranifera Huds.,4
51041,jean-pascal milcent,30471,Flower,2010-5-5,Orchidaceae,Ophrys,43.71603,Prades-le-Lez,3.85771,5917,Ophrys scolopax Cav.,2
102841,florent beck,6564,Flower,2013-5-16,Orchidaceae,Serapias,,Payros-Cazautets,,11509,Serapias vomeracea (Burm.f.) Briq.,3
36254,liliane roubaudi,691,Flower,2014-5-18,Asteraceae,Cirsium,,Gruissan,,22351,Cirsium vulgare (Savi) Ten.,4
14709,genevieve botti,4034,Flower,2012-5-17,Papaveraceae,Glaucium,,Marseille,,7644,Glaucium flavum Crantz,3.5
100906,franck ramon,6487,Flower,2012-5-20,Orchidaceae,Ophrys,,Asson,,24123,Ophrys apifera Huds.,4
47110,mathieu menand,8600,Flower,2006-5-20,Orchidaceae,Anacamptis,,Chantonnay,,21109,Anacamptis pyramidalis (L.) Rich.,3
36778,yoan martin,9930,Flower,2010-7-8,Orchidaceae,Epipactis,48.56173,Avolsheim,7.50006,41330,Epipactis helleborine (L.) Crantz,4
33942,mathieu sinet,30471,Flower,1800-1-1,Orchidaceae,Ophrys,43.72436,Vénès,2.22319,34039,Ophrys scolopax Cav.,3
92205,julien barataud,4411,Flower,2005-4-30,Ranunculaceae,Anemone,,Saint-Étienne-aux-Clos,,10388,Anemone nemorosa L.,3
36398,renaud raffier,6425,Flower,2013-6-8,Orchidaceae,Cypripedium,45.60956,Aillon-le-Jeune,6.11123,17799,Cypripedium calceolus L.,4
109518,jean-claude calais,14867,Flower,2010-5-29,Liliaceae,Tulipa,44.66633,Marchastel,3.10065,19050,Tulipa sylvestris L.,4
101042,jean-jacques houdre,8534,Flower,2011-7-30,Ranunculaceae,Aconitum,45.38753,Colombier,4.5854,2263,Aconitum napellus L.,3
6352,liliane roubaudi,786,Flower,2014-9-5,Asteraceae,Eupatorium,,Onet-le-Château,,5158,Eupatorium cannabinum L.,4
106518,julien barataud,30471,Flower,2007-4-21,Orchidaceae,Ophrys,,Villesèque-des-Corbières,,14379,Ophrys scolopax Cav.,3
39375,herve goeau,1047,Flower,2013-6-5,Asteraceae,Leucanthemum,48.84059,Paris,2.36158,16866,Leucanthemum vulgare Lam.,4
98089,thierry pernot,6521,Flower,1800-1-1,Orchidaceae,Ophrys,,,,30,Ophrys aranifera Huds.,4
3756,philippe burnel,6437,Flower,2011-6-7,Orchidaceae,Dactylorhiza,49.40295,Val-de-la-Haye,0.98396,14632,Dactylorhiza maculata (L.) Soó,3
95061,alain bigou,30491,Flower,2010-7-4,Violaceae,Viola,,Eyne,,31863,Viola tricolor L.,3
62964,pierre bonnet,4026,Flower,2014-4-8,Papaveraceae,Chelidonium,43.59607,Montpellier,3.89976,27738,Chelidonium majus L.,4
53511,thierry pernot,6415,Flower,1800-1-1,Orchidaceae,Orchis,,,,30753,Orchis anthropophora (L.) All.,5
45436,pascal bergeot,30162,Flower,2013-7-2,Orchidaceae,Himantoglossum,,Changé,,21957,Himantoglossum hircinum (L.) Spreng.,3
98242,genevieve botti,6418,Flower,2013-3-4,Orchidaceae,Himantoglossum,,Marseille,,19855,Himantoglossum robertianum (Loisel.) P.Delforge,4
48749,herve goeau,4436,Flower,2013-9-5,Ranunculaceae,Clematis,48.86366,Paris,2.30421,41113,Clematis vitalba L.,3
79192,julien barataud,30471,Flower,2008-5-15,Orchidaceae,Ophrys,,Saint-Jean-de-Cuculles,,2340,Ophrys scolopax Cav.,3
24549,jean-joseph osty,661,Flower,2013-8-25,Asteraceae,Cichorium,43.80095,Camarès,2.90896,24502,Cichorium intybus L.,4
96878,jacques aymar,6418,Flower,2013-3-16,Orchidaceae,Himantoglossum,42.89684,Leucate,3.02893,19922,Himantoglossum robertianum (Loisel.) P.Delforge,4
74547,marie portas,967,Flower,2014-8-3,Asteraceae,Hypochaeris,,Gironville-sur-Essonne,,7478,Hypochaeris radicata L.,3
105433,gregoire duche,30471,Flower,2009-5-20,Orchidaceae,Ophrys,,Lauret,,33480,Ophrys scolopax Cav.,3
65800,alexis joly,30269,Flower,2013-5-14,Papaveraceae,Papaver,43.60882,Saint-Georges-d'Orques,3.79039,19875,Papaver rhoeas L.,4
103478,liliane roubaudi,661,Flower,2013-9-13,Asteraceae,Cichorium,,Fleury,,5105,Cichorium intybus L.,4
7683,alain bigou,8527,Flower,2004-8-2,Asteraceae,Achillea,42.75848,Oô,0.48537,29715,Achillea millefolium L.,3
58942,yoan martin,6512,Flower,2013-4-19,Orchidaceae,Ophrys,38.09371,,12.78321,34930,Ophrys lutea Cav.,3
109117,jean-luc gorremans,14867,Flower,2010-4-10,Liliaceae,Tulipa,48.69988,Athis-Mons,2.37897,28046,Tulipa sylvestris L.,3
41609,emmanuel stratmains,6547,Flower,2013-4-29,Orchidaceae,Orchis,43.89829,Saint-Jurs,6.19701,36328,Orchis purpurea Huds.,3
64210,pierre bonnet,4026,Flower,2014-5-22,Papaveraceae,Chelidonium,43.59676,Montpellier,3.90063,12604,Chelidonium majus L.,3
11945,herve goeau,786,Flower,2013-7-22,Asteraceae,Eupatorium,44.45433,Marmande,0.149,22038,Eupatorium cannabinum L.,2
46261,pierre bonnet,661,Flower,2013-10-9,Asteraceae,Cichorium,43.64664,Montpellier,3.86876,27092,Cichorium intybus L.,4
29854,sebastien ramsay,6437,Flower,2010-6-2,Orchidaceae,Dactylorhiza,,Selonnet,,29492,Dactylorhiza maculata (L.) Soó,3
24503,christophe feliciaggi,1047,Flower,2014-6-11,Asteraceae,Leucanthemum,43.06134,Malras,2.16313,15489,Leucanthemum vulgare Lam.,4
40813,emmanuel stratmains,661,Flower,2012-7-16,Asteraceae,Cichorium,48.00949,Brains-sur-Gée,-0.02399,31591,Cichorium intybus L.,2.5
82645,mathieu menand,6415,Flower,2010-5-31,Orchidaceae,Orchis,,Cazevieille,,35883,Orchis anthropophora (L.) All.,3
97464,genevieve botti,6509,Flower,2013-6-5,Orchidaceae,Ophrys,,Saint-Savinien,,35520,Ophrys passionis Sennen,4
84038,gerrit oerlemans,6547,Flower,2013-5-9,Orchidaceae,Orchis,44.70283,Bouzic,1.20309,5461,Orchis purpurea Huds.,4
84640,bertrand bui,32201,Flower,2012-4-5,Orchidaceae,Ophrys,43.39967,Septèmes-les-Vallons,5.34849,9052,Ophrys virescens Philippe,4
26265,Unknown51,6547,Flower,2009-4-21,Orchidaceae,Orchis,43.74489,Fozières,3.35093,284,Orchis purpurea Huds.,3
74338,alain bigou,4026,Flower,2011-6-11,Papaveraceae,Chelidonium,51.99495,Bolchaya Rechka,104.66473,39376,Chelidonium majus L.,4
71620,maze,4460,Flower,2013-4-30,Ranunculaceae,Anemone,45.37467,Pralognan-la-Vanoise,6.7175,3231,Anemone hepatica L.,3
68821,herve goeau,1047,Flower,2013-6-5,Asteraceae,Leucanthemum,48.84059,Paris,2.36158,9013,Leucanthemum vulgare Lam.,4
81742,herve goeau,8527,Flower,2014-1-23,Asteraceae,Achillea,48.71479,,2.20565,41670,Achillea millefolium L.,2
105944,liliane roubaudi,6509,Flower,2013-6-5,Orchidaceae,Ophrys,,Saint-Savinien,,35343,Ophrys passionis Sennen,3
23519,jean-luc gorremans,4436,Flower,1800-1-1,Ranunculaceae,Clematis,,Athis-Mons,,22265,Clematis vitalba L.,3
95298,herve goeau,4436,Flower,2013-9-5,Ranunculaceae,Clematis,48.86366,Paris,2.30421,41113,Clematis vitalba L.,3
41571,christophe chauvigne,6521,Flower,2011-4-13,Orchidaceae,Ophrys,47.20126,Chinon,0.22732,18615,Ophrys aranifera Huds.,3
39509,cedric rousseau,6487,Flower,2011-6-5,Orchidaceae,Ophrys,49.86376,Audigny,3.65268,6288,Ophrys apifera Huds.,3
91121,claude figureau,493,Flower,2010-4-15,Asteraceae,Bellis,,jardin prairie,,10624,Bellis perennis L.,3
25634,john de vos,1286,Flower,2011-4-16,Asteraceae,Urospermum,43.76982,Saint-Mathieu-de-Tréviers,3.86805,12028,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,3
67607,thierry pernot,6448,Flower,1800-1-1,Orchidaceae,Epipactis,,,,31171,Epipactis atrorubens (Hoffm.) Besser,4
73552,antoine masseau,29957,Flower,2011-5-18,Ranunculaceae,Aquilegia,50.89737,Sainte-Marie-Kerque,2.13769,31048,Aquilegia vulgaris L.,3
101590,marie portas,6448,Flower,2011-6-30,Orchidaceae,Epipactis,44.18882,Entraunes,6.7487,32606,Epipactis atrorubens (Hoffm.) Besser,3
92100,marie portas,786,Flower,2011-8-28,Asteraceae,Eupatorium,48.81933,Dammartin-sur-Tigeaux,2.91912,19878,Eupatorium cannabinum L.,3
31734,herve goeau,4436,Flower,2013-9-5,Ranunculaceae,Clematis,48.86366,Paris,2.30421,41113,Clematis vitalba L.,3
104902,herve goeau,588,Flower,2013-6-27,Asteraceae,Centaurea,48.64212,Saint-Michel-sur-Orge,2.31422,21427,Centaurea jacea L.,4
344,liliane roubaudi,565,Flower,2014-5-22,Asteraceae,Centaurea,,Vendres,,32496,Centaurea aspera L.,4
12798,mathieu menand,786,Flower,2009-8-19,Asteraceae,Eupatorium,,Mariol,,32849,Eupatorium cannabinum L.,3
86896,liliane roubaudi,786,Flower,2014-9-5,Asteraceae,Eupatorium,,Onet-le-Château,,5158,Eupatorium cannabinum L.,4
101874,marie portas,6564,Flower,2013-5-8,Orchidaceae,Serapias,,Générac,,17764,Serapias vomeracea (Burm.f.) Briq.,3
61318,christophe girod,6487,Flower,2003-6-4,Orchidaceae,Ophrys,,Gruissan (Puech Redon) (11),,28554,Ophrys apifera Huds.,3
63953,herve goeau,967,Flower,2013-7-29,Asteraceae,Hypochaeris,48.64647,Sainte-Geneviève-des-Bois,2.3178,11985,Hypochaeris radicata L.,3
6721,pierre bonnet,6535,Flower,2013-5-18,Orchidaceae,Orchis,,Fillols,,13239,Orchis mascula (L.) L.,3
86988,annick larbouillat,29957,Flower,2005-5-21,Ranunculaceae,Aquilegia,43.37548,Cambo-les-Bains,-1.39868,8723,Aquilegia vulgaris L.,4
112743,pierre bonnet,30269,Flower,2013-6-4,Papaveraceae,Papaver,43.5995,Montpellier,3.90013,19137,Papaver rhoeas L.,4
66789,corentin bonnard,6535,Flower,2013-4-25,Orchidaceae,Orchis,45.502,Saint-Martin-de-Vaulserre,5.68475,40205,Orchis mascula (L.) L.,3
64285,paul fabre,6418,Flower,2010-3-26,Orchidaceae,Himantoglossum,43.66128,Clapiers,3.87115,29412,Himantoglossum robertianum (Loisel.) P.Delforge,3.5
89406,jcdubos,6547,Flower,2014-5-6,Orchidaceae,Orchis,43.76047,Vic-Fezensac,0.2068,37820,Orchis purpurea Huds.,4
48626,thierry pernot,6538,Flower,1800-1-1,Orchidaceae,Anacamptis,,,,6273,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",4
21785,felice olivesi,588,Flower,2013-8-17,Asteraceae,Centaurea,47.87738,Autainville,1.40962,3802,Centaurea jacea L.,2
109134,daniel mathieu,1286,Flower,2007-5-8,Asteraceae,Urospermum,,Vedène,,26516,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,3
105190,paul fabre,30471,Flower,2013-6-1,Orchidaceae,Ophrys,,Vic-la-Gardiole,,23751,Ophrys scolopax Cav.,3
33180,jean-jacques houdre,967,Flower,2013-10-18,Asteraceae,Hypochaeris,46.22583,Fleurat,1.69686,2451,Hypochaeris radicata L.,3
79288,claire felloni,691,Flower,2011-11-19,Asteraceae,Cirsium,48.04195,Sargé-lès-le-Mans,0.21968,28368,Cirsium vulgare (Savi) Ten.,3
62124,amelie gaudriot,588,Flower,2011-6-9,Asteraceae,Centaurea,45.9,Saône et Loire,5.53333,4578,Centaurea jacea L.,4
6968,hugues tinguy,4411,Flower,2011-3-26,Ranunculaceae,Anemone,,Nordhouse,,28324,Anemone nemorosa L.,3
